1279.jpg	1	rapita da fondamentalisti islamici, ritorna convertita all'islam è possibile fare il reso?
1691.jpg	0	dicono sia bello il remake di sabrina vita da strega
1331.jpg	0	chi t'ha dato 'sto fumo? dibba dar guatemala.. m'hai convinto..
1454.jpg	1	il governo è servito
1629.jpg	0	matte te la ricordi quella del governeremo per 30 anni?
1379.jpg	1	matteo salvini: la scienza da sola non basta, riapriamo le chiese. media italiani: attenzione, sta per dire qualcosa di stupido
1177.jpg	1	"""te sei cacato sotto eh?"" ""eh, 'n pochetto"""
1198.jpg	1	sto tornando merde
1690.jpg	1	adesso avete rotto il cazzo
1106.jpg	1	il cervello di salvini è così piccolo che, quando due pensieri di incontrano, devono fare manovra.
1599.jpg	0	<< caro vescovo di roma, caro gregorio ix, promuovendo questa scomunica ti sei assunto una grande responsabilità di fronte alla cristianità tutta: hai scagliato codesto anatema avocando a te tutto il potere temporale. questa tua concezione, permettimi di dirlo, mi preoccupa>> federico ii
1624.jpg	0	"12/04/2016 26/08/2019 il signore ha chiamato a sè l'anima buona di piattaforma rousseau (vedova diretta streaming) gli amici e luigi di maio, alessandro di battista, beppe grillo, davide casaleggio, roberto fico, nicola morra, paola tavera, manlio di stefano, i militanti e gli elettori grillini tutti ne piangono la triste scomparsa con immenso dolore ""la perdita subiita è motivo di tristezza per tutti noi. siateci vicini."" le esequie muoveranno domani, alle ore 16:00, dalla chiesa parrocchiale"
1479.jpg	0	parole parole parole parole parole parole parole fatti
1358.jpg	1	coglioni del nord italia
1295.jpg	1	"insomma becco sta tipa, me fa ""me porti a casa?"". allora io ""ao ma che cazzo voi, ma che so tu padre?"""
1079.jpg	1	"""che è successo"" ""me so rotto er cazzo"" leonardo sciascia opere adelphi piazza grande mezzogiorno"
1196.jpg	0	quando mattarella convoca nuove consultazioni per martedì
1117.jpg	0	mica t'avevo riconosciuto vestito
1369.jpg	0	superpartes
1036.jpg	0	"""però 'n po' me manca"" ""ma sai quanti ne trovi mejo de quello?"""
1260.jpg	1	non è il momento delle polemiche siamo in una emergenza. salvini che sfiducia tutto: crisi di governo c*zzo tutti a votare
1332.jpg	1	ha fatto più cose questo governo in un mese che il pd in 5 anni. certo, certo, ora però deve prendere le sue medicine.
1399.jpg	1	"""sei asociale"" ""sei brutto"" salvini non fa schifo. attento a come parli"
1686.jpg	1	tu eri così a 11 settimane. e ora sei qui perchè tua mamma non ti ha abortito
1405.jpg	1	matteo riesci a stare 5 minuti senza umiliarti?
1087.jpg	1	giuseppe conte. salvini e meloni. *quello che semini*
1463.jpg	1	"festa della mamma, salvini: ""auguri a tutte, ma non a genitrici 2"" auguri coglione 1. festa della mamma, salvini: ""niente auguri alle 'genitrici 2'"" auguri coglione 1."
1634.jpg	1	la conosci la mossa kansas city? è quando loro guardano a destra.. e tu vai a puttan
1110.jpg	1	prima gli italiani starter pack. padania is not italy. senti che puzza scappano anche i cani. prima il nord. terroni e nergi stessa merda noi con salvini
1608.jpg	0	oggi sergio farà la sua scelta
1322.jpg	1	..quasta volta lo devo dire, devo fare nome e cognome.. ..matteooo basta stronzatee
1420.jpg	0	basta litigare! prendetevi un suv, c'è posto per tutti. #cercasiscambisti popmove
1068.jpg	0	"**letteralmente tutto l'anno** ""il pd ha intenzione di allearsi col m5s?"" renzi no"
1398.jpg	0	"breaking news mattarella accelera mandato esplorativo a kim jong-un ""è il candidato più preparato"", dichiara breaking news"
1193.jpg	0	matteo te l'ho detto mille volte la mia mamma è più bella della tua.
1313.jpg	1	grazie terroni di merda
1150.jpg	1	"tutti quanti dicono ""salvini razzista"" ""salvini fascista"" ""salvini troglodita"" ma nessuno dice mai come stai salvini ?"
1508.jpg	1	"al posto del premier conte avrei esordito così: ""gentile ministro salvini, lota eri e lora rimani"""
1421.jpg	1	ringrazio #libero per averci informati che carola si è recata in procura senza reggiseno. pregherei tuttavia chi ha scritto l'articolo senza firma di mettersi un paio di mutande in testa perché anche i voglini ostentati fanno un certo ribrezzo! grazie. libero di dire stronzate
1531.jpg	0	ferragosto tranquilli crisi di governo
1491.jpg	1	di maio. conte. salvini. conferenza stampa
1013.jpg	0	erezioni subito
1351.jpg	0	di maio vuole fare il ministro dell'interno !
1585.jpg	0	"""allora semo d'accordo?... famo na settimana pe r'uno"""
1388.jpg	0	guarda co di maio ce so annato solo per capi quanto ce tenevi a me
1426.jpg	0	salvini presenterà la mozione di sfiducia a conte, chiedendo che si voti contro, confermandogli il mandato.
1526.jpg	0	pimpa riceve l'incarico da mattarella franco cosimo panini
1245.jpg	0	game over
1128.jpg	0	è finita matteo, sto più in alto di te
1098.jpg	0	che estate fantastica!
1167.jpg	0	io ad agosto stavo qua a lavorare, tu dov'eri?!
1482.jpg	1	hey, pd knock once if you really are di sinistra
1216.jpg	1	hey ritardata. ritardata? ahhh
1607.jpg	0	crisi di governo conte in senato me sta a faà nero e poi il razzista sarei io
1445.jpg	1	bella raga sto tornando m***
1317.jpg	1	ew, i stepped in shit.
1406.jpg	1	la capacità di parlare non fa di te un essere intelligente
1045.jpg	1	compà, arritiriti ca tieni a capo pe sparte i recchie
1054.jpg	1	"""senti lui', sto nella merda... ti va bene se fai tu il premier e ti offro un aperitivo al papeete?"""
1095.jpg	1	matteo renzi. cazzo mene. ghalì. lunga vita a sto
1348.jpg	1	come sopravvivi senza cervello? prima gli italiani!
1687.jpg	1	passare dal vaffanculo a vendere il culo è un attimo
1010.jpg	0	presidente del consiglio ministro delle infrastrutture e dei trasporti ministro dell'ambiente del territorio e della tutela del mare ministri del turismo
1693.jpg	0	noio voulevon votar
1734.jpg	0	conte usa boato!
1478.jpg	1	let's fight somewhere empty
1578.jpg	0	link ad articoli contro le politiche di salvini postati da grillini
1009.jpg	1	alzati lazzarone e vai a lavorare!
1373.jpg	1	o' sapevo che facevo a cazzata
1075.jpg	1	silvio berlusconi cari italiani, in questo momento difficile per il paese volevo solo ricordarvi che a me piace un sacco la figa.
1555.jpg	0	a me renzi, piace
1647.jpg	1	muovetevi per dio, abbiamo lasciato un'altra volta il cervello di toninelli senza ossigeno
1207.jpg	0	veramente a me salvini me sta qua
1132.jpg	0	argomentazioni ragionate ben formulate condite con dati a sostegno di cio che stai dicendo sinistroide ignorante che ti risponde cantando bella ciao
1521.jpg	1	"""chi non digiuna e non lotta è un gran figlio di una mignotta"" gandhini"
1785.jpg	0	quando senti qualcuno fare citazioni in latino e rimani perplesso
1025.jpg	1	*orban ottiene i pieni poteri dal parlamento ungherese* intanto salvini: ogni italiano dovrà avere 7€
1324.jpg	0	salvini dopo aver preso i propri effetti personali non trova l'uscita del viminale, essendo la prima volta che ci va
1731.jpg	1	presidente del consiglio fucks hard the ministro dell'interno
1636.jpg	1	"quando salvini risponde ad una critica dicendo: ""ma allora secondo lei tutti i milioni di italiani che mi votano sono cretini?"" io:"
1064.jpg	0	quando la politica era una cosa seria
1418.jpg	0	intanto, di nascosto...
1661.jpg	0	ma mò 'o vulisseno da me 'a vermut?
1715.jpg	1	"leghista: ""sei un comunista di merda. salvini è un grande. tu devi solo stare zitto comunista di merda!"" io: ""ora sta' zitto e ascolta, idiota"""
1716.jpg	1	scientificamente provato. fissare questa immagine per 15 secondi fa dimenticare la tabellina del 2
1589.jpg	0	quando il movimento 5 stelle anche se non ha uno straccio di consensi crea un governo alleandosi con i suoi peggior nemici that's how mafia works
1754.jpg	1	situazione di un leghista nei commenti di un post di salvini: everyone is stupid except me
1765.jpg	1	i dei mattei. ok ragazzi vi riporto a casa!!
1383.jpg	0	pnd
1033.jpg	0	sindaco di turno che spiega che lo stadio non è una priorità
1557.jpg	0	- berlino, per ora tutto ok. nessuno mi ha riconosciuto. - prossima chiamata di controllo fra sei ore.
1449.jpg	1	ia intelligenza artificiale. dn deficienza naturale
1541.jpg	1	raccontami di quando gli hai detto che è un coglione
1052.jpg	1	ronaldo 200! passo lascio vaff...
1115.jpg	0	"""sta mano po esse fero o po esse piuma..."""
1457.jpg	1	si mise insieme ad un nazista conosciuto in una rissa
1359.jpg	0	"""ce dovemo fa' co quer conticino?"""
1783.jpg	0	un modo per farmi interessare alla politica? formare il governo garth!
1202.jpg	1	sono tornata presidè che culo i love #governodelcambiamento attenzione, un like alla nostra pagina potrebbe aiutare i poteri forti.
1721.jpg	0	raccolta firme a settembre io la mia voglia di stare in spiaggia a dormire
1219.jpg	0	a me la lista ministri piace. non c'è salvini
1740.jpg	1	*in collegamento con salvini* si ti prego matteo, continua a sparare cazzate
1713.jpg	0	agosto, alleato mio non ti conosco
1006.jpg	1	coglionissimo me
1319.jpg	0	io con la crisi di governo io senza la crisi di governo io con governo tecnico 5stellelegapdcraxi io con nuove elezioni
1631.jpg	0	la metamorfosi
1476.jpg	1	"salvini che bacia il rosaio in aula mentre conte parla. senato, conte: ""non te l'ho mai detto, matteo, non si accostano slogan politici a simboli religiosi"". discorso di conte, culo di salvini"
1361.jpg	1	quando tutti i leghisti si uniscono in un comizio e iniziano a parlare tra di loro. apes together strong
1474.jpg	1	stai sulle mie palle quindi spostati
1542.jpg	0	interististalinisti buongiorno compagni, anzitutto una notizia: quel signore prima che ha fatto cadere il governo è stato già arrestato... perché... siccome abbiamo gli scrutini controllati abbiam, stiamo mandando, abbiamo mandata la stasi a casa di questo signore che è stato arrestato quindi dovrà rendere conto adesso di quello che ha fatto, provare... documentare. vabbè, intanto adesso è in galera, poi ne parliamo... quindi state molto attenti eh, vi avverto, con le mozioni di sfiducia. qui tutti gli scrutini sono controllati, per cui immediatamente scatta un controllo con la stasi, che arriva a casa e vi arresta. [comintern per per la #crisidigoverno, 11 agosto
1700.jpg	1	ceci n'est pas salvini
1204.jpg	0	"quando lui, orgogliosamente, ti presenta usando il termine ""compagno"" e non quello di ""amico"""
1381.jpg	0	tana per giuseppi il gioco delle poltrone
1753.jpg	0	sta arrivando il cambiamento andiamo a governare
1063.jpg	0	politici italiani sui social: politici italiani nella vita reale:
1153.jpg	1	liberateci stocazzo
1792.jpg	0	ahi ahi ahi ahi, ma giuri che tra un po' te ne andrai, ahi ahi ahi ahi, alla fine però non lo fai mai
1281.jpg	0	il presidente mattarella accoglie la delegazione della lega
1269.jpg	1	hei sei sveglia? lasciami dormire ho sonno. la lega ha avuto il 24% alle europee. siamo nella merda
1525.jpg	0	italia, 4 settembre 2019 un disoccupato attente l'apertura di un centro per l'impiego, nella speranza di ottenere almeno il reddito di cittadinanza.
1727.jpg	0	e vvinisti a mani vacanti? ti purtai na spasa i bbocconcini 'i villa arangea
1248.jpg	0	la vignetta di ynot scacco matto?
1395.jpg	1	quando conte dà le dimissioni e c'è una nuova crisi di governo oh merda, ci risiamo
1775.jpg	1	è proprio il pirla perfetto!
1659.jpg	1	bye-bye! quando è risaputo che hai dei grossi problemi mentali ma ci tieni a confermarlo
1139.jpg	1	a noi gabbiani de roma ce piace rovista' nella monnezza non nella mmerda!
1529.jpg	1	piuttosto che diventare un (fascista) ministro dell'interno che non va alle commemorazioni del 25 aprile, meglio essere un maiale
1602.jpg	0	l'uomo deve stabilirsi su marte o su un altro pianeta a tutti i costi. la sorte del genere umano dipende da questo. se non diventeremo una specie multiplaneraria prima o poi ci estingueremo a causa di una catastrofe. o della lega. elon musk
1422.jpg	1	e tien pur e' corn
1735.jpg	1	chi nasconde un ebreo è contro il popolo tedesco. chi aiuta un immigrato è contro il popolo italiano
1582.jpg	0	oggi parleremo del bipolarismo di chi oggi vuole la crisi di governo e domani non la vuole più
1549.jpg	0	quando sei un ironico ministro dell'interno e fai cadere i 5s proprio a san lorenzo
1677.jpg	1	wish you were here
1097.jpg	1	aspettate, sta per dire qualcosa di stupido
1142.jpg	0	maalox
1467.jpg	1	dopo la mano della regina elisabetta, anche l'italia ha deciso di dotarsi di un premier finto solo per salutare la gente
1184.jpg	0	elettori m5s si deciderà se fare il governo col pd sulla piattaforma privata rousseau that's perfect!
1781.jpg	1	sempre presente in televisione sempre assente al parlamento europeo 18 mile euro di stipendio al mese corruzione e mazzette su appalti e grandi opere parassita ... e vieni a farti le vacanze a scrocco in sicilia per parlare di immigrazione
1315.jpg	0	che màl e càp
1022.jpg	1	matteo, ci hai fatto cadere quattro anni prima? ci ha fatto cadere quattro anni prima giuse? ma non lo so io chiedilo a lui! mi sta troppo sulle palle chiederlo a lui!
1234.jpg	1	legaioli! andate tutti quanti affanculo!
1307.jpg	1	quando finisci la carta igienica ma in qualche modo devi pulirti il culo
1084.jpg	0	noi gungan con cinco stele ha intesa me maxi gioia
1566.jpg	0	"retromarcia sulla tav decreto sicurezza bis regalare il governo a salvini ""abbiamo abolito la povertà, danilo!"""
1328.jpg	0	quando dopo i decreti sicurezza contro gli immigrati fai cadere il governo ma scopri che lukaku è belga e ci va lo stesso da conte
1364.jpg	1	sì dividiamo 'sta merda al 5% deve arrivare
1062.jpg	1	siamo il baluardo della cristianità! lasciami... lasciami... che gli devo menare!
1701.jpg	0	era un anno bellissimo!
1181.jpg	0	"taglio dei parlamentari e poi subito al voto? la mossa di salvini è ""inconciliabile"" con la carta e mattarella aveva già avvertito i partiti edgeworth you are not a clown. you are the entire circus."
1670.jpg	0	siccome gl'ha piu tempo libero, gl'ho invitaho sarvini a desinare, poi si spippolerà l'rosario stante la crisi di governo, e la conseguente perdita del dicastero conferitoli, ho invitato l'onorevole salvini per pranzo a casa mia e pensavo, successivamente, di recitare insieme a lui il santo rosario, essendo ambedue estremamente devoti e osservanti.
1481.jpg	0	ultimo tentativo di salvini per convincere di maio. lo vuoi un palloncino giallo-verde?
1447.jpg	1	lo sai chi ti saluta? no. chi?
1174.jpg	1	una rara immagine di di maio che esordisce agli esteri
1484.jpg	1	luigi di maio vieni avanti cretino regia beppe grillo con alessandro di battista e paola taverna
1761.jpg	0	di maio contro salvini di maio contro zingaretti
1452.jpg	1	pimples? zero. blackheads? zero. cromosomi? zero
1264.jpg	1	italia, 18 maggio 2019. un pullman in evidente ritardo.
1222.jpg	1	io sono un fascista di merda. intervista allo specchio. prefazione di un lecchino qualunque. io sono un fascista di merda - interista a capo all'ingiu'
1212.jpg	1	presidente del consiglio fucks hard salvini and meloni
1367.jpg	1	man, woman, white, black, poor, rich, asian, le pagine pro lega
1143.jpg	0	la vera crisi è se non mi ridanno il posto di bibitaro al san paolo
1023.jpg	1	berlusconi? a tatuarsi i peli pubici. renzi? a lezioni private d'inglese. di maio? incazzato sui social
1574.jpg	1	anche a me diceva di durare 5 anni
1065.jpg	1	only big black cock
1689.jpg	0	all hail bibbiano!
1318.jpg	1	guarda non ti prendo a calci nel culo solo perché potrebbe piacerti
1587.jpg	1	"salvini: ""venite qui, ecco un video del 2015 che dimostra che i cinesi stavano sperimentando un super coronavirus sui pipistrelli"". io che controllo il post: il mio radar rivela un'alta concentrazione di ritardati"
1699.jpg	1	"tav, toninelli non si dimette e rilancia: ""ho fatto un lavoro immenso, fermarmi sarebbe una follia"" ""qui dento me sò apputnato tutto quello c'ho fatto"" ""sicuro he oggi ha preso le pillole sì?"""
1788.jpg	1	pornhub livecams scopa adesso live sex premium metteo slavini è bagnato a 2 barconi da te!! rimuovi gli annunci neri italiane repubblica ceca informazione hentai celebrità
1169.jpg	0	quando c'era lui
1370.jpg	0	salsiccia o hamburger? sto in crisi
1606.jpg	1	a volte mi faccio schifo da solo
1497.jpg	0	i 5 stelle al governo con salvini salvini fascisti italiani 5 stelle
1385.jpg	0	amo'...iscriviti e fai iscrivere tutta la tua famiglia sulla piattaforma rousseau
1007.jpg	1	salvini e trump ci mostrano le dimensioni dei loro micropeni
1774.jpg	0	squadra di governo fatta, nasce il governo angelico breaking news piero angela premier. alberto angela e alessandro barbero ministri
1546.jpg	1	quando qualcuno è contro i matrimoni gay e tu pensi che cazzo gliene fregherà a lui
1797.jpg	1	mamma diceva sempre: la vita è come una dichiarazione di toninelli, non sai mai quello che ti capita
