1160.jpg	1	house of cacacards
1034.jpg	1	salvini finalmente incontra lo stronzo che ha fatto cadere il governo ad agosto
1301.jpg	1	guarda che io a mi padre gli ho già sputato in faccia. attento piddino che nun ce metto niente! a me piddino?
1694.jpg	1	luigi di maio in missione diplomatica a londra
1763.jpg	0	quando augusto fu imperatore di mezzo mondo per 41 anni e ir governo lega-5stelle dura 14 mesi chiaramente un popolo inferiore
1693.jpg	0	noio voulevon votar
1765.jpg	1	i dei mattei. ok ragazzi vi riporto a casa!!
1421.jpg	1	ringrazio #libero per averci informati che carola si è recata in procura senza reggiseno. pregherei tuttavia chi ha scritto l'articolo senza firma di mettersi un paio di mutande in testa perché anche i voglini ostentati fanno un certo ribrezzo! grazie. libero di dire stronzate
1284.jpg	0	"film: cane e gatto italia/usa: 1983 genere:commedia è la storia di un ""playboy"" e ""ladruncolo da strapazzo"", che viene ""ridimensionato drasticamente"" da un uomo per bene."
1189.jpg	0	pd: la decisione da prendere è dentro di te! ed è... sbajata!
1079.jpg	1	"""che è successo"" ""me so rotto er cazzo"" leonardo sciascia opere adelphi piazza grande mezzogiorno"
1006.jpg	1	coglionissimo me
1540.jpg	1	basta, mi avete rotto tutti le palle. affido il governo a palpatine e darth vader
1681.jpg	1	il problema vero del pd e che non ce n'è uno di voi che pensi la stessa cosa vero che cazzo dici ? probabilmente non penso proprio è quello che dico io
1349.jpg	0	quando per la seconda volta nel giro di due anni diventerai premier senza aver mai fatto politica in vita tua
1571.jpg	1	"io: ""dico solo che cercare di risolvere il problema dell'immigrazione chiudendo i porti non serve a molto"". destra: ""eccolo! il piccolo comunista bastardo!"""
1113.jpg	0	salvini 5 stelle pd
1056.jpg	0	governo 5s+pd elezioni anticipate mattarella imperatore
1513.jpg	1	for really big mistakes. sinistra cazzate libertà
1620.jpg	0	filippo confidiamo in te
1370.jpg	0	salsiccia o hamburger? sto in crisi
1617.jpg	0	aiuto.
1375.jpg	1	nella foto un nugolo di mosche irresistibilmente attratte
1012.jpg	1	tre giorni belli pieni in montana, al parco di yellowstone, a discutere di futuro. non ho trovato yoghi e bubu, eroi della mia infanzia, ma tante idee per il futuro. buona domenica #ritorno yoghu è andato via renzi? no bubu, sta ancora rompendo il caxxo con i selfie
1585.jpg	0	"""allora semo d'accordo?... famo na settimana pe r'uno"""
1181.jpg	0	"taglio dei parlamentari e poi subito al voto? la mossa di salvini è ""inconciliabile"" con la carta e mattarella aveva già avvertito i partiti edgeworth you are not a clown. you are the entire circus."
1207.jpg	0	veramente a me salvini me sta qua
1664.jpg	0	ma una monarchia angelica no eh? #crisidigoverno
1486.jpg	1	male, female, white, black, rich, poor, gay, straight, salvini non mollare!1
1383.jpg	0	pnd
1257.jpg	1	matteo hai rotto il cazzo co sto sacro cuore di maria
1611.jpg	0	"then matteo renzi @matteorenzi la mia risposta a chi vuole fare accordi con i cinque stelle ""per difendere insieme certi valori"". perché io sono contrario a questo accordo #senzadime now: i've never met this man in my life."
1354.jpg	1	da una parte l'essere più ottuso del regno animale. dall'altra c'è un asino che evidentemente non voleva incontrarlo
1311.jpg	1	quando mancavano pochi giorni alla fine della scuola e dovevi recuperare dopo aver cazzeggiato tutto l'anno
1178.jpg	0	metti la sfiducia togli la sfiducia
1394.jpg	0	lega pikachu premier
1635.jpg	1	finalmente un governo con i coglioni
1107.jpg	1	"""hai pestato i piedi alla puttana sbagliata"""
1714.jpg	0	italian crisis
1558.jpg	1	"continuavano a chiamarlo… ""governo delle nullità"""
1771.jpg	1	presidente? cosa vuoi, alternativo dei miei coglioni che quando io ascoltavo i dead kennedys tu nemmeno ti facevi le pippe
1779.jpg	0	per cos'e' che mi volevi portare davanti ai giudici, più?
1626.jpg	1	papà castoro, raccontaci una storia. il taglio del numero dei parlamentari comporterà un risparmio complessivo di 57 milioni di euro l'anno. pari allo 0.007% della spesa pubblica italiana, per cui è legittimo pensare che si tratti più di una mossa politica di bilanciamento dei seggi, da un lato, e populista dall'altro. vista l'onda di antipolitica che permea il paese, senza alcun beneficio diretto per i cittadini che continueranno a condurre vite di merda.
1332.jpg	1	ha fatto più cose questo governo in un mese che il pd in 5 anni. certo, certo, ora però deve prendere le sue medicine.
1629.jpg	0	matte te la ricordi quella del governeremo per 30 anni?
1026.jpg	1	prima i coglioni
1447.jpg	1	lo sai chi ti saluta? no. chi?
1331.jpg	0	chi t'ha dato 'sto fumo? dibba dar guatemala.. m'hai convinto..
1233.jpg	0	game of polthrones
1609.jpg	1	oggi parleremo di come matteo salvini si è inculato da solo mediante un sofisticato sistema di specchi e leve
1018.jpg	0	anime opening
1223.jpg	0	non è proprio fame è più voglia di governo tecnico
1471.jpg	1	"""ma cu minchia è russò?"""
1675.jpg	0	all'epoca ero alleato con la lega...
1082.jpg	1	ehi, blatta. perchè esci solo di notte? per non vedere la tua faccia di m####!
1670.jpg	0	siccome gl'ha piu tempo libero, gl'ho invitaho sarvini a desinare, poi si spippolerà l'rosario stante la crisi di governo, e la conseguente perdita del dicastero conferitoli, ho invitato l'onorevole salvini per pranzo a casa mia e pensavo, successivamente, di recitare insieme a lui il santo rosario, essendo ambedue estremamente devoti e osservanti.
1228.jpg	1	l'ho già scritto salvini merda oggi? sì, l'ho già scritto.
1466.jpg	0	di maio avvia le interlocuzioni, ma poi gli si spegne l'auto al bivio fra lega e pd.
1687.jpg	1	passare dal vaffanculo a vendere il culo è un attimo
1265.jpg	0	@capitan.salvino ora che mi avete aperto i porti, vado a chiudere i laghi, i fiumi e pure le pozzanghere!!
1567.jpg	1	uno viene mantenuto da noi italiani e dovrebbe tornarsene a casa sua, é un violento ed arretraro. l'altro è un ragazzo di colore
1458.jpg	0	"32%+17%=49% rappresenta gli italiani! 32%+19%=51% non rappresenta gli italiani! ""la scienza non ha ancora dato una spiegazione a tutto questo"""
1182.jpg	1	4 cose inutili:
1717.jpg	0	di maio *teoricamente la sinistra* *letteralmente la destra
1048.jpg	1	con l'aiuto del sacro cuore imm... ebbasta!!!
1450.jpg	0	"""mattè sa staffa e mi che andò"""
1469.jpg	1	salvini mentre controlla di avere ancora tutti i suoi elettori
1704.jpg	1	"""i neri sono inferiori ai bianchi"" matteo salvini ""le donne sono inferiori agli uomini"" mario adinolfi ""i gay sono inferiori agli etero"" giorgia meloni ma gli idioti sono tutti uguali!"
1426.jpg	0	salvini presenterà la mozione di sfiducia a conte, chiedendo che si voti contro, confermandogli il mandato.
1267.jpg	0	...e allora il pd
1598.jpg	0	fingerà di essere diventata nazionalista, nel frattempo importerà denaro dall'estero e sottrarrà soldi pubblici distraendo la gente con nemici immaginari, diamo il benvenuto a padania
1463.jpg	1	"festa della mamma, salvini: ""auguri a tutte, ma non a genitrici 2"" auguri coglione 1. festa della mamma, salvini: ""niente auguri alle 'genitrici 2'"" auguri coglione 1."
1781.jpg	1	sempre presente in televisione sempre assente al parlamento europeo 18 mile euro di stipendio al mese corruzione e mazzette su appalti e grandi opere parassita ... e vieni a farti le vacanze a scrocco in sicilia per parlare di immigrazione
1656.jpg	0	cinque minuti, potresti fare il ministro dell'interno... ...per cinque minuti?
1591.jpg	1	al mio 3 ti risveglierai e capirai di aver fatto una cazzata
1100.jpg	1	beato te da che nun ce capisci 'n cazzo
1175.jpg	0	quando sei comunista e senti berlusca dichiarare che il governo pd/m5s è di destra sinistra
1633.jpg	0	durante la più matta crisi della storia della repubblica uno è in ferie l'altro la racconta
1480.jpg	0	o famo strano?
1570.jpg	1	quando tutti sono indignati per la crisi di governo ma a te non frega un cazzo perché al covo è arrivata la koral di hammer
1134.jpg	0	"""what about thor?"" ""offworld"" ""doctor strange?"" ""unavailable"" ""captain salvini?"" ""at papeete"""
1437.jpg	1	amore è finito activia e come faccio? accendi la tv... c'è renzi sulla rai. fa cagare lo stesso, anzi.. di piu'
1069.jpg	0	...però arriva il momento in cui dici: abbasta!
1745.jpg	0	repubblica dei cachi
1749.jpg	0	#primalepoltrone
1144.jpg	0	stop bullismo! basta violenza sui siti che non funzionano
1410.jpg	1	quando perdiamo il diritto di essere diversi perdiamo il privilegio di essere liberi. ovvero... lega merda
1454.jpg	1	il governo è servito
1159.jpg	1	hey tu, si dico proprio a te. sei ignorante? ritardato? analfabeta? la lega cerca gente come te!
1731.jpg	1	presidente del consiglio fucks hard the ministro dell'interno
1468.jpg	0	dopo la zecca spagnola il prossimo colpo sarà alla banca d'italia
1697.jpg	0	e così domani presenti la mozione di sfiducia? si, ma poi la ritiro
1692.jpg	1	è costato 49 milioni e nessuno si è lamentato
1027.jpg	0	ferie estive maratona televisiva enrico mentana
1551.jpg	1	suca salvini rosica
1017.jpg	1	tranquilli, voterà per l'immunità
1395.jpg	1	quando conte dà le dimissioni e c'è una nuova crisi di governo oh merda, ci risiamo
1657.jpg	0	quando si apre la crisi di governo e la possibilità che salvini diventi premier ma tu sai che potrai fare un'altra maratona
1334.jpg	1	no it doesn't affect my baby. 12 years later
1298.jpg	0	quando ti chiamano capitano e hai abbandonato la nave proprio nel momento di maggior bisogno
1043.jpg	0	italiano 46 anni cerco finanziatore per macchina di fango se puoi condividi #legarublona
1141.jpg	0	italia corruzione precarietà fissa debito pubblico scuole senza fondi grandi opere inutili unione europea
1106.jpg	1	il cervello di salvini è così piccolo che, quando due pensieri di incontrano, devono fare manovra.
1258.jpg	0	666 televideo le bestie di satira politica crisi di governo. salvini cerca di maio tra le stanze di palazzo chigi e lo trova nel ripostiglio insieme a zingaretti.
1505.jpg	1	quando l'italia crede che ti sia tirato indietro per il bene della nazione ma in realtà lo fai solo perchè non sai dire imbicciment
1365.jpg	1	dall'ultima lettera di pantoufle a salvini: in verità, in verità ti dico suca!
1154.jpg	0	quando la mamma ti sgrida e sai che ha ragione
1470.jpg	0	renzi dice che zingaretti ha ricevuto un mandato forte! e noi immaginiamo dove
1061.jpg	0	intitolata a salvini in questo ministero lavorò matteo salvini capitano di sventura 15 agosto 2019 la sala giochi del viminale
1640.jpg	0	pornhub
1722.jpg	1	la tua ignoranza è il mio stipendio
1276.jpg	0	come 'n sai se vieni? crisi de che? #leperleditrump crisi di governo ... sti giorni non mi posso muovere!
1090.jpg	0	fammi la tua faccia da guerra
1493.jpg	1	salvini, europa. state pronti, sta per fare qualcosa di stupido
1261.jpg	0	quando un tuo compagno di classe faceva la spia dicendo tutto alla maestra e alla fine ti metteva pure fra gli artefici della bravata
1305.jpg	0	io che aspetto che arrivino le 15 per vedere la fine del governo
1343.jpg	0	waiting for mattarella. fasten seat belt while seated life vest under your seat
1569.jpg	1	serial things ok signori, chiudiamola alla cazzo di cane. do l'incarico a bran
1663.jpg	0	ultim'ora clamoroso. conte si dimette ancor prima dell'inizio del campionato. turismo-viaggiare sicuri
1248.jpg	0	la vignetta di ynot scacco matto?
1646.jpg	1	conversazioni tra ministri degli esteri. di maio. gli altri ministri europei
1264.jpg	1	italia, 18 maggio 2019. un pullman in evidente ritardo.
1666.jpg	1	obama: da noi, un operario americano guadagna 3000 dollari al mese di cui 2000 gli bastano per campare abbastanza bene. il resto dei 1000 dollari a noi, ovviamente, non ci interessa come li spende. merkel: da noi, un operario tedesco guadagna 2000 dollari al mese di cui 1500 gli bastano per campare abbastanza bene. il resto dei 500 dollari a noi, ovviamente, non ci interessa come li spende. renzi: da noi, un operario italiano guadagna 1000 dollari al mese. per campare decentemente gli servirebbero 2000. ovviamente, a noi non ce ne frega un cazzo.
1254.jpg	1	"salvini io ti amo, ti amo, ti amo, ti amo, ti amo, ti amo, ti amo, ti amo, ti amo, ti amo, ti amo, ti amo... chi è che rompe er cazzo a st'ora de notte... ma che ""ami"" ao'! ma chi cazzo sei?! cambia spacciatore ao'!!!"
1638.jpg	1	per il cuore immacolato di mari-- mammt'
1131.jpg	0	italy parental advisory eman rus
1654.jpg	1	ma per caso sei gay? no perché? ti ho visto parlare con un gay ... non sono neanche ritardato eppure sto parlando con te!
1606.jpg	1	a volte mi faccio schifo da solo
1451.jpg	0	voto subito rifare il governo lega salvini v for volt
1377.jpg	1	sagre e selfie figure di merda felpe bacioni nutella pieni poteri processi non affrontati rosari promesse non mantenute
1275.jpg	0	a casa con i suoi per lasciare il nido, alcuni uomini hanno bisogno di una piccola spinta
1241.jpg	1	"breaking news mattarella: ""andate a fanculo"" mattarella vola a ibiza per il weekend: ""lasciate che si uccidano tra di loro"""
1008.jpg	1	$fera €bbasta fanculo, papà matteo! fascio dimmerda! ciuccarosari! ti odio! me ne vado da questa casa del cazzo!
1272.jpg	0	dopo il bianco conte, la parola all'augusto salvini.
1029.jpg	0	santanché soddisfatta che la sfiducia a conte sia in agenda il 20 agosto, avendo prenotato il giorno prima dal parrucchiere.
1600.jpg	0	"""comunque sentimose... anche pe na pizza"""
1120.jpg	0	i 10 punti per il pd
1419.jpg	0	cast it into the fire. destroy it! no.
1003.jpg	1	sono scemo. io di più. scemo & più scemo
