1532	2	Sai quanto cazzo me ne faccio del tuo cibo velenoso impacchettato di merda ? Tanto quanto cazzo me ne sono fatta di un amare baldracca vanitosa psicolabile che dava retta ai padellari schifosi pescivendol di una città di merda come le vacche schifose che hanno svezzato ad amarli.
49	1	@ciccicrokki Ma basta co sta dieta.. Metti su un po' di bel culone che magari ti guardano di più, tu che ti lamenti sempre che non trovi da ciulareeee... Ai maschi piace palpareeeee....
1353	0	@AugustoMinzolin Che simpaticone #sarkozy .... quando rideva con la #culona #inchiavabile.....#adessononridepiú
1407	1	@luinonlosa ciao Greta buona sera e buona serata bella porcona 6 una gran figa anche molto sexy ti scoperei un abbraccio e un bacio ?
370	1	@RepubblicaTv @marisavillani Crepa puttana di merda..... Non aggiungo altro
1469	2	@gerronidrangelo @FabioBussoleni E questa merda sarebbe normale,degna di un paese di uomini e donne veri,o di schifose amebe prive di spina dorsale? #Balzerani in galera fino alla fine della sua lurida vita di carogna!
1235	2	@AsiaArgento @nonunadimeno @luisarizzitelli @colvieux @Anarkikka @angelaritaiolli @NicolodiDaria @Gabrymalvagia ma non ti vergogni? hai speso una intera giornata della liberazione a offendere @matteosalvinimi  anziche' commemorare i caduti. Sei una vergog
376	0	@LadyMaxime71 Buongiorno tettona
243	1	Se dopo avertelo messo al culo te lo sbatte in figa o in bocca è quello sbagliato. https://t.co/0BgeDHhyhI
217	1	@Ennio68 @Giuliettaxxx84 Che puttana succhiacazzi!! E magari ingoia pure litri di sborra...
666	2	@gual89 @enricovestri Vabbè puttanone o troia se non è zuppa è pan bagnato
411	2	Rakitic c'ha la mamma puttanona
1300	2	Roberto mettiti con me. Daniela non capisce niente a 28 anni ha la figa di legno peggio di non so cosa.  #MATRIMONIOAPRIMAVISTA
1100	2	@Giuliettaxxx84 baldracca esibizionista fai schifo troia https://t.co/g10G6hJ1pj
1480	2	Ma che cazzo ci fanno quelle 2 schifose #evahenger e figlia ancora in una trasmissione televisiva italiana a guadagnare fior di soldi? Ma e' assurdo ma chi protegge queste vigliacche?#MaurizioCostanzoShow
1619	0	@lauraboldrini @AgenziaVISTA SBoldrini a casa a fa i panni e pulizie di Pasqua
1200	2	@LeiLuiCp13 Bravissima, pompinara twitter
1016	2	Se é acida allora si crede figa ma in realtà é la più cessa tra le sue amiche.
1507	1	@GILDA31395269 Ti apro tutta e ti lecco il culo e la figa mmmmmm
905	1	ma puttanamadonna mi fa fare delle supersborrate questa gran puttanona, la adoro!!!! https://t.co/Dcy3i701jL
485	2	RT @Nenita20002: Altra amica pompinara ditemi voi https://t.co/MAl5zVWncW
513	2	La figa che dice che abbiamo scopato che cazzo vuole da me???
1549	2	@matteosalvinimi ESCI DAL PREGIUDICATO FAI UN GOVERNO CON M5S X RIMETTERE ITALIA IN RIGA E  PUGNO DURO CON LA.CULONA MERKEL VIVA LA LIRA
840	1	@Sergio94466782 una bella culona tutta da trombare
498	1	Senti amore mio O ti calmiO ti stupro. https://t.co/JDvWCOZX85
