2533	0	@phrenic_ Porca puttana mi sento morire già adesso
1040	1	@vittoriozucconi @udogumpel Udo poi quando governano questi che fai? Formatti tutto e ti converti subito? Ma ci pensi la merkel che si prende della culona inchiavabile anche da Matteo e Giggino? ?
1492	1	cierto troia comunkue tu che all american suotern prout che cazzo ti frega ti una statua a roma, citta che ta perfetta puritana tu otii con tutta te stessa... molto strano, tirei rivelatore
211	1	@monica30050068 seguimi puttanone?
1322	1	Anche la culona è alla canna del gas . Si , i gas di scarico delle auto wolkvagen.????????? https://t.co/9OqgtCeD0J
369	1	@Shelly37568111 Bella mamma  tettona ...da ?????????????????succhiare i  capezzoloni ????????????????????
783	1	"Patrizia ballaNonna er puttanone entra pe' forza""Patrizia entraNonna ""che t'ha detto nonna tua...""Io la sgrido.#gf15"""
2609	0	Ma porca puttana , continuate a parlare di cosa fanno, di chi sono, del loro modo di essere e fare, ma cazzo nessuno si è chiesto perchè un 30% di italiani li ha votati!Quando si perde, prima ci si chiede il perchè si è perso poi quali sono i meriti dell’avversario, non le colpe
1989	0	RT @hwonct: per la serie cose che mi danno sui nervi: perchè cazzo dovete chiedermi come sto se il vostro intento è farmi una domanda sulla…
926	1	@SirDistruggere Quindi la tipa del negozio è il puttanone dei primi capitoli? ?
2864	0	@lauraboldrini @AsiaArgento Considerato che Asia argento per anni s’è fatta un produttore cinematografico, dove sarebbe la vostra somiglianza????
1429	1	@LucaLuci83 complimenti alla tua signora complimenti al suo gran bel culone . Vorrei vederlo mentre caga
469	1	Ecco la solita troia pompinara https://t.co/MSqQ5kygTa
1188	1	@ValentinaCatoni @Teleradiostereo PUTTANA il coglione Petrucci ubriacone dw merda se la prende con manolas e salva l alcolizzato ddr dimme troia quanto vi allunga baldracca
2488	0	Porca puttana continuate ad augurarle di morire sentendovi realizzati, ma vi avessi davanti vi farei rimpiangere di avere una faccia perché ve la spaccherei. Spero che tutto il male che date vi si ributti contro, e nel peggiore dei modi.
3215	0	"@alexa5313 @honeyciuffy @AntoCDP C'è gente come Shopenhauer che la penserebbe in modo diverso.Se Lei si dovesse trovare in uno stadio al Derby Roma Lazio e il tifoso della squadra avversaria le dicesse Taci Puttana"", anzi una tifosa della squadra avversar"
3266	0	@AlessandroCermi @lauraboldrini Quale guerra? Di cosa parli? Molla il fiasco e vai a casa a dormire.
3604	0	Se non vinci col Napoli perdi lo scudetto quella troia lurida infame
3341	0	MUOVETE IL CULO PORCA PUTTANA BON CE LA POSSO FARE
1634	1	@bettericardi È una figa di legno Davide, mi disp ?
260	1	#omnibusla7 cacciate a calci in culo quel buffone di Sommella, lacchè della culona
2797	0	"UNA TIPA SU FB HA SCRITTO A TSUMUGI MA MUORI TROIA"" ALLORA TROIA UN CAZZO IO SONO UNA PERSONA PROTETTIVA"""
2124	0	Porca puttana devo ancora iniziare la tesina
2905	0	CHE CAZZO SIGNIFICA I PLACEBO IN ITALIA MA PORCA TROIA CHI CAZZO GLIEL'HA PROPOSTA LA DATA A TARANTOA TARANTO CAZZO SON TIPO PIÙ DI 850 KM DA CASA MIA PIANGOOO
3772	0	@LilArly294 Allora che cazzo scrivi “porca troia”? Hai fatto una figuraccia mi spiace
534	1	@marghe581 Ti vorrei succhiare il grilletto con un dito nel culo poi ti scopo ti inculo e ti sborro in culo, poi mi lustri bene il cazzo come una troia mmmmmm
3658	0	Mia mamma sta malissimo porca troia voglio morire
