293829080019771392	1	#ballaro come al solito belle parole.Tutti hanno la ricetta per far rinascere il @belpaese. Non se ne può più di chiacchiere e demagogia
137132973316259840	0	il Pdl dica chiaramente che il limite finale del governo Monti sarà lo spread a 600 e itassi btp al 8%
195465287884218369	0	@sygon85 io li ho inquadrati tutti...
136589494173442048	1	Marcegaglia, Camusso e il rapporto con il governo Monti: La pasdaran Emma, la gelida Susanna Europa http://t.co/qyBZmsXu
135644248132423681	1	Mario Monti alle telecamere, o meglio videofonino, del Fatto: che splendido sole oggi tra poco sul sito #finecorsa #doposilvio
136551902199558144	1	ma scusate quanta incoerenza e ambiguità ci possono stare in uno che si chiama mario monti?
135999935744188416	0	Crisi di Governo. Incarico al professor Mario Monti. http://t.co/pdQtDbUn
197026066253090816	1	http://t.co/XC3XXRWY dannata onda io vi stupro a tutti e tre come state Kyuhyun, Eunhyuk e Leeteuk *A*
136026030010925056	0	"Pensioni, flessibilità, Pompei... Le priorità del governo Monti: ROMA ? ""Crescita ed equità sociale"" sono le prior... http://t.co/YeDluLel"
137080950881394688	1	Il governo #Monti. Troppa #finanza e troppi #cattolici? http://t.co/lMHlzVqp /via @ilbureau.com
149506234565918720	1	"Il Fatto Quotidiano Bersani: ""Toccare l'articolo 18? Roba da matti. Il governo Monti lo deve capire"": Il segreta... http://t.co/5lfa3kCJ"
391946153589506049	1	Finalmente! Felicità assoluta! :D http://t.co/ugBOOwzAZ1
290201652621873152	1	vi lovvo anche io LOL (@Marti_Pive live on http://t.co/UiDP0Dx0)
193058543295922176	0	@skillyjazz  #serviziopubblico ma anche a #Grillo lo prendono per scemo,anzi dicono che è un buffone,un clown,uno stegone.un demagogo....
195640210254602240	0	#Grillo è la #Lega del 2012. Contro i ladroni, per il potere al popolo e forse lo ha duro anche lui.  Finirà a lingotti e diamanti?
134400875954315264	1	Merkel, Sarkozy, ti sorridono i #Mario Monti... Merkel, Sarkozy, le caprette ti fanno ciao
193078717063512065	1	#Grillo è l'inizio della fine o l'inizio della riscossa della buona politica: io credo nella seconda. @ilgiornale @ilpdl @Giovane__Italia
396599807805890560	1	@hazscopamico_ ti farò un'etichetta personalizzata allora :c
391943450528325633	1	@DavideTinny Superficialità imbarazzante. Quando si abbassa la guardia i risultati sono questi: la ferocia è sparita
192623052352262145	0	#DD Deportazione?Dittatura?http://t.co/ZMd06cqI #Morosini #Moments #Ducati #Grillo #filmmalati
393338374872117248	1	@AmorosoOF manca poco, nn vedo l'ora di rivederti ❤️❤️❤️
195534584392331264	0	Per il #M5S è presente all'incontro la dott.ssa Loredana Mannina, assessore della giunta Nuti #elepa #openPalermo http://t.co/9bCDrhi4
139612524659216384	1	Fenomenale servizio su Mario Monti! #11-11-11 http://t.co/LCP7ffSv
138972653502464002	1	L'account ufficiale @GiulioTerzi è il primo della squadra di Mario Monti a sbarcare su Twitter: benvenuto! http://t.co/aXFHM8F2
